state_name_x,city_name,place,description,state_name_y,best_time,ideal_duration
Andhra Pradesh,Chittoor, Kanipakam Vinayaka temple ," Located in Kanipakam, about 11 km from Chittoor town, this 11th Century temple constructed by the Cholas and later expanded by the emperors of Vijayanagar dynasty, has a fascinating legend associated with it. ",,,
Andhra Pradesh,Chittoor, Shopping in Chittoor , Chittoor is commonly known as the Mango city owing to its plethora of export quality mangoes ,,,
Andhra Pradesh,Chittoor, Tirumala Venkateshwara Temple ," Needless to say, this world renowned temple is a must visit on a trip to Chittoor. Located on the seventh peak, Venkatachala, of the Tirupati hill, this temple houses the most breathtaking idol of Lord Venkateshwara, and it is said that a look at the idol is sure to leave one spellbound. ",,,
Andhra Pradesh,Chittoor, Mango Market Yard - Bangarupalyam and Penumur Mandals and Damalcheruvu ," Known for its juicy, delectable mangoes, Chittoor offers around 58 varieties of the King of Fruits to its customers. The mangoes are grown in this region and are of export quality. Horde your bags with the mouth watering mangoes on your way back home ",,,
Andhra Pradesh,Chittoor, Tada Falls ," Also known as Ubbalamadugu Falls, Tada Falls is a mesmerising waterfall located in the dense woods of Siddulaiah Kona. The place is a top hit among adventure enthusiasts and nature seekers. The place also has a Shiva temple and Pulicat Lake nearby. ",,,
Andhra Pradesh,Annavaram, Pampa river boat ride , The Pampa river encircles the Ratnagiri hill on which the Satyaranayana Swamy temple is located. There is a barrage built on the Pampa river which has a boating facility. ,,,
Andhra Pradesh,Annavaram, Sri Satyanarayana Swamy Temple ," The temple that has made Annavaram, one of the most popular tourist spots in Andhra Pradesh, is at a small distance of 2 km from the Annavaram railway station. ",,,
Andhra Pradesh,Mantralayam, Raghavendra Swami Temple , Raghavendra Swami Temple or the 'mutt' as it is known houses a vrindavana where Guru Raghavendra Swami is believed to have been residing since 350 years and would do so for 350 more years. ,,,
Andhra Pradesh,Mantralayam, Panchamukhi Anjaneya Temple ," Located at a distance of 20 km from Mantralayam in Panchamukhi in Karnataka, Panchamukhi Anjaneya Temple is a revered Hindu temple based on the scenic banks of River Tungabhadra.  ",,,
Andhra Pradesh,Srikalahasti, Srikalahasteeswara Temple ," Famed as the Kailash of the south, this is the only temple in India where one can witness Lord Shiva embraced in the form of Vayulinga. With elaborate artwork and designs, each with a history and legend of its own, this is one of the most beautiful religious sites in the town. ",,,
Andhra Pradesh,Srikalahasti, Veyilingala Kona Waterfall ," Literally translating into 'the valley of the thousand lingas', the Veyilingala Kona Waterfall are one of the favorite spots of both locals and visitors. ",,,
Andhra Pradesh,Srikalahasti, Sri Subrahmanya Swamy Temple ," At the centre of the city, is a significant temple dedicated to Lord Murugan. A modest climb of 150 steps take you to the Sri Subrahmanya Swamy Temple, surrounded by flattering views of all that''s around and wide sprawling courtyards. ",,,
Andhra Pradesh,Srikalahasti, Bharadwaja Tirtham ," With hills and streams around, the Bharadwaja Tirtham is a religious site with some of the most beautiful surroundings. The statue of Vinayaka with water all around, makes the spot all the more enchanting. One of the popular attractions of the town, this is a must visit area, while here. ",,,
Andhra Pradesh,Srikalahasti, Sahasra Linga Temple ," Find inside this temple, a sprawling 1000 Shiva lingas carved out of a single idol, granting the temple its name. With a forest and hills around, the temple finds itself in a serene background, making a visit to this area all the more fascinating. ",,,
Andhra Pradesh,Srikalahasti, Shopping in Srikalahasti , The town is known for a version of Kalamkari called Srikalamkari or Srikalahasti Kalamkari i.e. hand worked traditional paintings. Find these ethnic artworks at the BP Agraharams or the Sriram Nagar Colony. One can also find a lot of religious items and artifacts here. ,,,
Andhra Pradesh,Srikalahasti, Bhakta Kannappa Temple ," The temple houses an idol of Bhakta Kannappa and is tied to the legend that a tribal youth called Bhakta Kannappa gave his eyes to the Lord Shiva idol in the temple. Respecting his devotion, offerings are made to Bhakta Kannappa before they are to Shiva Linga, in this temple. ",,,
Andhra Pradesh,Srikalahasti, Durgambika Temple ," Steps through a hillock, surrounded by wide views takes one to a an ancient dedicated to Goddess Durgambika. Like most areas in the area, this one too finds itself a scenic backdrop and much natural beauty around. ",,,
Andhra Pradesh,Srikalahasti, Aadi Krithigai Festival ," One of the most significant festivals of Tamil Nadu, Aadi Krithigai is the celebration of the powers of Lord Murugan. Devotees offer their prayers with special pujas, yagnas and participating in the chariot processions of Murugan in the hopes of aligning goodness and prosperity with their lives.  ",,,
Andhra Pradesh,Puttaparthi, Chaitanya Jyoti Museum ," One of the most beautiful structures in Ashram, is the Chaitanya Jyoti Museum, which houses all stories and incidents of the life of Sai Baba, all the way from his early childhood. ",,,
Andhra Pradesh,Puttaparthi, Sathya Sai Ashram ," The main attraction of this city, the holy abode of Sathya Sai Baba is known as 'Prashanti Nilayam', literally translates into 'the abode of peace'. The ashram has been pulling visitors since ages and does so through out the year emblematizing one of the most unique and renowned religious organizations in the world, making the town a significant spiritual centre. ",,,
Andhra Pradesh,Puttaparthi, Wish Fullfilling Tree ," Inside the Ashram is an old Tamarind tree, which nestles in its shade wishes, tales and stories. It is believed, that as a kid Sai Baba would take his friends up to this tree and ask them to think and wish for any fruit that they want to have, and the tree would give theme the same. ",,,
Andhra Pradesh,Puttaparthi, Sri Sathya Sai Space Theatre (Planetarium) ," Inside the Ashram, one also finds a fascinating Planetarium which on every Thursday conducts a show on space and astronomy with the idea to educate and create more awareness amongst the masses about the disciplines of Physics, Astronomy and Mathematics. ",,,
Andhra Pradesh,Puttaparthi, Shopping in Puttaparthi ," While in Puttaparthi, one can shop for jewellery, perfumes and fragrant oils, pashmina shawls, books and music. One can also visit the Prashanti Nilayam Shopping Mall. ",,,
Andhra Pradesh,Puttaparthi, Meditation Tree ," Find inside the Ashram, a Banyan tree that gathers around it much peace, calmness and spirituality. The meditation tree was planted by Sai Baba himself and is a silent zone for meditation in the Ashram. ",,,
Andhra Pradesh,Puttaparthi, Gokulam ," Puttaparthi is ever divine with the graceful presence of Sri Satya Sai Baba. Tour to this pilgrimage and feel the splendid charisma of the region. The holy place is full of features added by the legend. Though Puttaparthy doesn't boast of attractions like metropolitans, it certainly provides reasons to visit. The colossal complex of Sai Ashram is the main attraction of the town and forms a significant part of its sightseeing tours also. The Ashram has enough places to keep you engrossed. There are also a number of places in the propinquity that are worth-mentioning.  ",,,
Andhra Pradesh,Puttaparthi, Anjaneya (Hanuman) Swamy Temple ," One of the many significant religious centre of the town, the Anjaneya Swamy Temple, houses a Siva Linga, believed to be brought by Sathya Sai Baba from Kasim, and a beautiful deity, which too shares a legend with Sathya Sai Baba. ",,,
Andhra Pradesh,Puttaparthi, Spiritual Museum ," Nearby to the University in the ashram is an effort to bring different religions closer. The Spiritual Museum finds foundation in one of Sai Baba's main teachings, that is the unity of religions. ",,,
Andhra Pradesh,Puttaparthi, Village mosque ," Like all strands of religion in Puttaparthi, this one too is tied is tied to Sai Baba. The mosque finds its roots to a incident when a number of accidents used to occur in the area and Sai Baba was asked for help, who asked them to dig at a specific spot, where they found a plate with Muslim inscriptions. ",,,
Andhra Pradesh,Puttaparthi, Sathyabhama Temple ," Puttaparthi houses the only temple in India, dedicated to Sathyabhama, a lover and consort of Lord Krishna. The beautiful temple finds its origin to a dream that Sai Baba's grandfather had where Sathyabhama appeared and asked him for an abode. ",,,
Andhra Pradesh,Puttaparthi, Gopuram , Gopuram is a large and decorative gate devoted to Lord Ganesha. Built-in 1975 as a birthday commemoration to Sai Baba. The gate is adorned with many multi-coloured idols and stands over the entrance to his Ashram. ,,,
Andhra Pradesh,Puttaparthi, Samadhi Shrine ," Near to the Gopuram, one finds the Samadhi Shrine, a cenotaph dedicated to Sai Baba's parents. The morning prayers are carried here between 9:30Am and 11:30Am and the evening prayers between 4:30PM-6:30PM. ",,,
Andhra Pradesh,Vizianagaram, Vizianagaram ," The city of Vizianagaram is a place packed with the glory of the past and relics of ancient traditions and rituals in form of a majestic fort. The headquarters of the district, this place is also home to an ancient temple of Pydithalli Ammavaru. ",,,
Andhra Pradesh,Vizianagaram, Saripalli , Saripalli is a small village situated on the banks of Champavathi River and lies in the Nellimarla mandal of District Vizianagaram. The village is mainly renowned for its beautiful temple of Dibbi Lingeswara Swami temple which is said to be built under the reign of Chalukyas. ,,,
Andhra Pradesh,Vizianagaram, Gosthani Sarovar Vihar ," Gosthani Sarovar Vihar is an ideal spot to relax and unwind situated near Vizianagaram city. Serving as a perfect picnic place, it is nestles at the Thatipudi Reservoir Project near the Thatipudi Village. ",,,
Andhra Pradesh,Vizianagaram, Kumili ," Kumili, situated about 20 km from Vizianagaram is a small quaint village which is famous for its bunch of beautiful temple all clustered in a complex. ",,,
Andhra Pradesh,Vizianagaram, Raamateertham ," Raamateertham is a place located nearly 13 km away from Vizianagaram on the Bavikonda Hill. It is renowned as a site adorned with a 1000 year old Lord Rama Temple, established during the 16th century under the reign of Pashupati kings. ",,,
Andhra Pradesh,Vizianagaram, Bobbili ," Bobbili is an ancient town marked with the reflection of courage, bravery and heroism, and is home to a majestic Bobbili Fort. ",,,
Andhra Pradesh,Vizianagaram, Punyagiri ," A sacred site where a very famous and one of the oldest Shiva Temples id located, Punyagiri is a place located about 25 km from Vizianagaram. The most prominent feature of the temple is that the lingam enshrined in the temple is bathed by an underground water source. ",,,
Andhra Pradesh,Vizianagaram, Venkateswara Alayam Govindapuram , Govindpuram situated around 20 km from Vizianagaram is village housing a temple famous for its magnificent sculpture of Lord Krishna on a chariot. However the most striking feature of the place is a Gita Mandir which is flocked by devotees from all around the globe. ,,,
Andhra Pradesh,Vizianagaram, Shopping in Vizianagaram , Vizianagaram is famed for various kinds of handicrafts especially wooden toys and beautiful wall hangings. Kalamari paintings are also quite popular in the city. ,,,
Andhra Pradesh,Vizianagaram, Ghanta Stambham/ Clock Tower , A clock tower located in the city chimes as the clock strikes hour to define town. ,,,
Andhra Pradesh,Vizianagaram, Jami Vruksham ," Situated 10 km from Vizianagaram, Jami Vruksham is a tree lying on the banks of the River Gowthami. As per the legend, it is said that while on exile, Pandavas hid their weapons in this tree. ",,,
Andhra Pradesh,Vizianagaram, Sirimanu Utsav ," A most prominent and widely celebrated festival in the town, Sirimanu Utsav is held on the first Tuesday after Vijayadasami annually. During the festival a procession is organized comprising of two major activities namely Anjali Chariot and Paladhara. ",,,
Andhra Pradesh,Samalkot, Kumararama Bheemeshwara Swamy Temple ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Samalkot, Thalupulamma Thalli ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Samalkot, Kakinada ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Samalkot, Annavaram ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Samalkot, Rajahmundry ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Samalkot, Abhishekam ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Samalkot, Maha Shivaratri ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Nagarjunakonda, Nagarjunakonda Caves/ Museum ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Nagarjunakonda, Dhamma Nagajjuna ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Nagarjunakonda, Kaman Bazaar ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Nagarjunakonda, Nagarjunasagar Dam/Waterfall ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Andhra Pradesh,Nagarjunakonda, Gandhi Chowk ,  ,Andhra Pradesh," October - March 
            ", 1 day 
Chattisgarh,"Raipur, Chhattisgarh", Ghatarani Waterfalls ," Located 85 km from the city of Raipur is Ghatarani Waterfalls, the largest in the state of Chattisgarh. Surrounded by lush greenery, this breathtaking sight is a popular picnic spot. A small trek through a forest would lead you to this beautiful natural beauty. At the bottom of the waterfall lies a naturally formed pool. Enjoy a swim, play with your fam, or unwind in the pool. Although the waterfall's beauty enriches in the rainy season – when the water is in full flow – it is best to avoid going during this time because of slippery terrains and mudslides. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Nandan Van Zoo & Safari ," Nandan Van Zoo, located at Naya Raipur, is one of the famous places of visit in the city. With its primary objective to protect and conserve animals, the zoo has many species of fauna. There are jungle safari and boating rides and is a perfect spot to spend the day with kids. It is fascinating to watch the animals wander around the jungle, and it also gives an exposure to many species which are not very popular and on the verge of extinction. Also, the facilities provided by the zoo are comfortable and affordable.  ",,,
Chattisgarh,"Raipur, Chhattisgarh", Purkhauti Muktangan ," Keep your gadgets away and spend a day at Purkhauti Muktangan, a delightful garden reflecting the rich culture of Chhattisgarh. The Hon’ble A.P.J Abdul Kalam inaugurated the place in November 2006. Since then, this garden is a place that attracts tourists and locals alike. Folk art, life-like tribal figures, vibrant sceneries add on to the beautiful experience. Not only is the garden eye-catching to visitors, but it also spreads cultural awareness about preserving our bio-cultural diversity.  ",,,
Chattisgarh,"Raipur, Chhattisgarh", Swami Vivekanand Sarovar ," Swami Vivekanand Sarovar is also called Burha Thalab which means old lake. Fenced by a number of trees, especially palm trees, it is a tranquil place to visit. There are several food stalls just outside the park that provide cheap and good quality street food. Apart from that, the lake is a popular picnic spot and a joggers paradise. The best time to visit the lake is in the evening, just before sunset.  ",,,
Chattisgarh,"Raipur, Chhattisgarh", Gandhi Udyan Park ," Gandhi Udyan Park is located in the heart of the Raipur city which extends till the famous Bhagat Singh Chowk. With a lot of natural vegetation spread over the park, the walking area is neatly tiled. There is also a playground where yoga classes are held early in the morning. With a walking area of about 400 meters, it is an excellent place for a morning or evening walk.  ",,,
Chattisgarh,"Raipur, Chhattisgarh", MM Fun City ," MM Fun City is a one-stop destination for everyone who is looking to soak themselves in unlimited fun and entertainment. Located in the outskirts of the capital city, it is Chhattisgarh’s largest water amusement park. The park has been set up in a tranquil and serene environment, away from the city’s busy life. It is a hit among its visitors, providing them with fun water slides, family pool, wave pool, rain dance, a restaurant and even an exclusive kids zone. It is famous for its exciting rides, modern features and excellent service. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Mahant Ghasi Memorial Museum ," Located near the Kutchery Chowk intersection, Mahant Ghasi Memorial Museum is small but packed with rich history of Raipur city. This well- maintained museum boasts an impressive collection of tribal artefacts, inscriptions, coins, carvings, models, and other things related to anthropology and natural history. There are five galleries spread on two floors and a vast library that you won't be able to miss. Head over to an open-air restaurant located at the ground floor of the museum to experiment with cheap but good tribal food. You get to learn a lot about Raipur's past, its culture and how it went on to become the big city it is in the present times. Entry fee to the museum is INR 5. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Banjari Mata Mandir ," The shrines of Banjara Mata Temple are, without a doubt, its speciality. Devoted to Goddess Banjari Mata, this sacred place is famous for hosting events during the Dussehra and Navratri festivals. Many devotees from neighbouring states and across the country flock to breathe in the pleasant and sacred aura. One can feel the calmness lingering in the air. The temple is open all days of the week and can be visited between 6:00 AM to 7:30 PM. The temple's exquisiteness and authenticity is the reason why thousands visit the place to seek blessings.  ",,,
Chattisgarh,"Raipur, Chhattisgarh", Champaran ," Champaran was previously known as Champajhar. This village is of religious as well as historical significance as it is regarded to be the birthplace of the Sant Mahaprabhu Vallabhacharya, the founder, pioneer and reformer of the Vallabh Sect. It is thus, a popular Vaishnava Peeth. Champaran is home to two temples that are dedicated to Shri Mahaprabhuji - the Prakatya Baithakji Mandir and Mool Prakatya (more commonly known as Chatti Baithak) and also holds an annual festival. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Jatmai Temple ," Located in Gariaband, about 85 km from the city of Raipur, Jatmai temple is situated amidst lush greenery. The temple, devoted to Mata Jatmai is constructed with granite and has beautiful murals at its entrance. The holy place is lit up and decorated with great enthusiasm during the festivals of Navratri. It is a place which has such peaceful vibes and positivity. ",,,
Chattisgarh,"Raipur, Chhattisgarh", City Center Mall ," The City Center Mall in Raipur combines entertainment and business. You can find brands like Woodland, Adidas, Lee Cooper, Wrangler, and more to shop from. After going on a shopping spree, head over to the large food court area to grab a quick bite or a multi-course meal. What next? The mall also has a multiplex with five screens where you can enjoy the latest films with your friends and family. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Shahid Veer Narayan Singh International Cricket Stadium ," Shahid Veer Narayan Singh International Cricket Stadium, located in Raipur, at a distance of 21 kilometres from the heart of the city, is the fourth-largest cricket stadium in the world. The stadium, known for hosting IPL (Indian Premier League) matches and Ranji Trophy matches, acts as a platform of international importance, with a capacity of accommodating approximately 65000 excited fans. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Kevalya Dham Jain Temple ," Spread over a large area in the outskirts of the city, Kevalya Dham has several temples within the premise dedicated to Jainism. The structure is made up entirely of marbles and is an architectural beauty. Away from the hustle bustle of city life, the temple brings peace and joy to mind the moment you step inside the place. With large open spaces and serene gardens, the temples are equally liked by kids who want to frolic around. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Rajiv Lochan Mandir ," Popular for its magnificent architecture and rich heritage, Rajiv Lochan Mandir is a temple dedicated to Lord Vishnu. Located in Rajim – 1-hour car ride away from Raipur – the temple's edifice rests on 12 columns with aesthetic stone carvings around them. The best time to visit this holy sight is from 16th February to 1st March, when the sacred Rajim Lochan Mahotsav is hosted.  ",,,
Chattisgarh,"Raipur, Chhattisgarh", ISKCON Raipur - Sri Radha Rasbihari Temple ," ISKCON (International Society for Krishna Consciousness) has famous temples all over the country, and the one in Raipur city is a recent addition, with ongoing construction. Temporarily, the idols have been shifted to another temple while the main building is still being made. Nonetheless, the elegance of the temple can still be witnessed. The white marble reflects pureness and looks even better with decorative lights at the night time.  ",,,
Chattisgarh,"Raipur, Chhattisgarh", Shadani Darbar ," Located on Dhantari road, 9 kms from Raipur, Shadani Darbar is a massive pilgrimage space spread over 12 acres. Named after Sri Shadaramji Saheb, the place has a massive hall with Dhuni Saheb's idol, and many other gods and goddesses are engraved all over the place. The devotees perform Dukh Bhanjan Dhuni every day. Besides, there are beautiful musical fountains and statues. Other attractions include musical fountains with religious idols and statues. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Solar Energy Park , Energy Park is also called as Urja Park is an energy education park whose primary objective is to create awareness and perpetuate the habit of energy saving. It is fun-based theme park where the kids can learn while they play. The park has a garden of trees giving exposure to many kinds of fauna all of which are maintained neatly.  ,,,
Chattisgarh,"Raipur, Chhattisgarh", Town Hall ," Chowk in Raipur is the Town Hall which is a government office as well as a tourist site. The place brims with rich history. It houses information about all kinds of dynasties and kings that once ruled the city of Raipur. Tourists visit here majorly due to the rich and well-known history of the building. Constructed in the year 1889 and inaugurated in 1890, the town hall also witnessed and survived the struggle of independence. It has been renovated once. Earlier known as the Victoria Jubilee Hall, the Town Hall was constructed from stones transported from Raipur Fort in 1887. The place was renovated lately by the Nagar-Nigam and has regained its old splendour. It is also one of the historical pride of Raipur and serves as a well-visited tourist destination. ",,,
Chattisgarh,"Raipur, Chhattisgarh", Mahamaya Temple ," In addition to devotees, the 900-year-old Mahamaya Temple also attracts historians and archaeologists due to its rich history and architecture. With home to several gods and goddesses including Mahakali, Bhadrakali, Lord Shiva, Lord Hanuman, Lord Bhairav, and more, this holy sight is undoubtedly one of the most celebrated in the state of Chattisgarh. 18 inch thick walls surround the temple, and 16 thick stone columns support the temple's structure. It indeed showcases mastery in architecture. According to historians, the temple was built by King Ratnadev in the 11th century.  ",,,
Chattisgarh,"Raipur, Chhattisgarh", Kankali Talab ," Legendary sages, including the Goswami Naga sages belonging to the Dashnami Sanyasi sect, are believed to spend time near the Kankali pond. They meditated and prayed to the divine deity. Hence, they also decided to build a small temple dedicated to Lord Shiva in the middle of the pond. There are stones arranged on the sides of the pond which enhances the temple's antiquity. Even in the present times, sages can be seen meditating peacefully near the pond.  ",,,
Chattisgarh,Bhilai, Dhamdha ," A sight beholding an ancient fort (Prachin Kila) and a temple, Dhamdha is located nearly 35 km from Bhilai on the way to Bemetara. For tourists, the place accommodates several restaurants and hotels for overnight stay. ",,,
Chattisgarh,Bhilai, Tandula ," Lying 60 km from Bhilai, Tandula is known for a man made marvel i.e. a Dam built over Tandula River. Serving as a perfect picnic spot, this place is flocked by tourists especially during winters. ",,,
Chattisgarh,Bhilai, Siyadevi ," Lying amid a picturesque location, Siyadevi is known for its Sita Maiya Temple. And if you are visiting the place between July and February, you can enjoy the beautiful view of natural waterfall. ",,,
Chattisgarh,Bhilai, Deobalod ," Housing and ancient Shiva Mandir, Deobalod is situated about 3 km from Bhilai. ",,,
Chattisgarh,Bhilai, Shopping in Bhilai ," If you are a shopaholic, then Bhilai does have a few good markets where you shop till you drop. However, except for exclusive handicrafts, there is no as such specialty of the city. ",,,
Chattisgarh,Bhilai, Maitri Bagh ," A well maintained zoo cum park, Maitri Bagh was established by Bhilai Steel plant alongside the two manmade water bodies. Located in the proximity to the park is Bhilai Water Works which is responsible for providing clean water to the city. ",,,
Chattisgarh,Bhilai, Hajra ," Amid a small steel city and hustle bustle of people, 100 km from Bhilai is Hajra flanked by thick cover of dense forest, tunnels and hills. Nestled by the picturesque beauty of nature, Hajra Falls offers a spectacular view falling at a height of 150 m. ",,,
Chattisgarh,Bhilai, Civic Center ," Buzzing with all kind of noises, social activities and amusements, Civic Center is a famous shopping hub of Bhilai. Originally built in L shape with two rows occupied with shops and stores, today this place after undergoing immense changes also features a children's garden adorned with a toy train. ",,,
Chattisgarh,Bhilai, Ganga Maiya Temple ," Ganga Maiya Temple, located 60 km from Bhilai at Jhalmala has very interesting legend attached to it. As per the story goes, the local fisherman found the deity of the temple in his net but ignored it instead of recovering it. ",,,
Chattisgarh,Bhilai, Uwasaggharam Parshwa Teerth ," A famous pilgrim spot, Uwasaggharam Parshwa Teerth, founded in year 1995 is Jain Temple lying in Nagpura. Besides the temple, the site is also home to a garden, temples, Yoga center and Guest house all built on the bank of River Sheonath. ",,,
Chattisgarh,Bhilai, Bambleshwari Temple ," Situated on a hilltop, a little away from Bhilai is a significant religious site, the state is known for. Also referred to as Badi Bambleshwari, the temple is located in Dongargarh and is half a kilometer away from another temple by the name of Chotti Bambleshwari. ",,,
Chattisgarh,Jagdalpur, Chitrakote Falls ," The broadest waterfall in India, Chitrakote is popularly known as the Niagara of India, because of its width. Situated in the west side of Jagdalpur in the Bastar District of Chhattisgarh, this waterfall originates from the Indravati river. Chitrakote Falls is at the height of about 30 metres with a width of 985 feet, and during monsoons, you can watch the falls at its full glory. The fall cascades from the top of the cliff in 3 streams during summers.

 ",,,
Chattisgarh,Jagdalpur, Tirathgarh waterfall ," With an approximate height of 300 feet, the Tirathgarh waterfall is located in the Kanger Valley National Park. A white cascade, this is one of Jagdalpur’s important attractions. The falls is also well known as ‘The Milky Falls’ due to its appearance. Tirathgarh waterfall drops down to form a pool at the bottom which is perfect for swimming, paddle boating and bathing. Best enjoyed during the monsoon season when the water gushes down at a fast pace, Tirathgarh is also tranquil and beautiful rest of the year. The bank of the pool has a small shrine of Lord Shiva where locals pray. Around 400 mossy steps will lead you to this bathing pool of the falls, surrounded by dense forests. Be it summer, winter or monsoon, be it, locals or tourists, Tirathgarh is a perfect picnic spot if you’re near Jagdalpur. ",,,
Chattisgarh,Jagdalpur, Dalpat Sagar ," The biggest artificial lake of Chhattisgarh, Dalpat Sagar is a 400-year-old lake built primarily to harvest rainwater, now also being used mainly for fishing and tourism. There is an artificial island built in the middle of the lake for tourists to enjoy picnics; it has a light tower, a musical fountain and even a temple surrounded by the pristine nature. The government has also started boating facilities for tourists so that one can soak in the gorgeous sunsets. Spread over an area of 350 hectares, this lake was built by Raja Dalpat Deo Kakatiya so that the collected rainwater could be used for different purposes like irrigation, washing and drinking. The surroundings of the lake have some rare and beautiful flora and fauna too. Dalpat Sagar can be visited at any time of the year. It's a perfect picnic spot if you're in Jagdalpur. ",,,
Chattisgarh,Jagdalpur, Kanger Valley National Park ," Established in 1982, the Kanger Valley National Park derived its name from the Kanger river. Being so rich in biodiversity, it was declared as an Asian Biosphere Reserve and is a haven for every nature lover. With fauna like the tiger, barking deer, bear, hyena, jackal, bear, black buck, langoor, wolf and many reptiles among others, and flora like algae and fungi, this national park is a small forest in itself. Home to some of the most glorious waterfalls, caves and ponds of Chhattisgarh, the Kanger park makes for great day trips from Jagdalpur. The 35-kilometre long park is the most popular attraction of Bastar. You can enjoy family or friends picnics here in any month of the year. During monsoons, the waterfalls can be seen gushing heavily, during the winters, you can walk through the second longest natural cave in the world and during summers, you can take a dip at the many ponds formed below the waterfalls and get refreshed. ",,,
Chattisgarh,Jagdalpur, Kutumsar Caves ," Located near Tirathgarh falls, the Kailash and Kutumsar caves are underground caves situated 35 meters below ground level. With a length of two kilometres, these are considered to be the second longest natural caves in the world. With incredible formations of stalactites and stalagmites, the caves contain five chambers. There is one stalagmite formation in the shape of a shivalinga towards the end of the cave. The Kailash and Kutumsar are only accessible until a certain extent because of the lack of oxygen. This natural cave surrounded by the dense Kanger National Park is a sight to behold.  ",,,
Chattisgarh,Jagdalpur, Danteshwari Temple ," As the name suggests, this is a temple dedicated to Goddess Danteshwari, the deity of earlier Kakatiya rulers, also known as an incarnation of Shakti. Built in the 14th century, the temple was constructed in a typical South Indian style architecture. Chiselled out of black stone, the idol of the Goddess is supposed to possess divine powers. Every year during Dusshera, all the tribals and locals from surrounding towns and villages come to this temple to pay respect to the Goddess. Situated in the middle of a spacious courtyard with beautiful pillars, the temple has four parts that a visitor can explore. An important spiritual centre, the temple is known to represent the cultural and religious beliefs and history of the Bastar region.  Every year during Dusshera several people gather in the Temple to offer homage to the idol of the goddess. The temple has a great architecture and sculptural wealth, making it one of the best spiritual centres in the state of Chhattisgarh. Devotees from different parts of the country visit here to imbibe the blessings of goddess Danteshwari. ",,,
Chattisgarh,Jagdalpur, Venkateshwara Swamy Temple ," Popularly known as the Balaji temple, the members of Andhra Association have established the Venkateshwara Swamy temple. Dedicated to Lord Balaji or Shri Venkateshwara Swamy, the lord of the universe, this temple was built by the efforts of many devotees who wished to pray to the lord easily and closer to their home. Every day locals and tourists can be seen paying homage to the sacred shrine of the lord. The temple architecture is a typical South Indian style and is very impressive. Initially a famous pilgrimage destination for only locals, today this temple attracts visitors and Hindu pilgrims from all over. ",,,
Chattisgarh,Jagdalpur, Anthropological Museum ," The Zonal Anthropological museum was established in Jagdalpur in 1972, to provide an insight into the culture and lifestyle of the Bastar tribe. The museum has a brilliant and well-curated collection of ethnographic items that shed light on the life of Bastar tribes. Artworks depicting their daily life, sculptures, a variety of objects like clothes, footwear, headgear, ornaments, wood carvings, weapons, utensils and masks among many others can be seen here. It is an excellent window to gain an understanding of the lifestyle of ‘Adivasis’ of Bastar. Whether or not you’re a history buff, this museum is sure to raise your curiosity into the life and culture of tribals. ",,,
Chattisgarh,Jagdalpur, Bastar Palace ," Dating back to prehistoric times, the Bastar palace used to be the chief administrative building of the Bastar district. Constructed by the kings of Bastar, this palace is a famous tourist destination today. Home to some of the most beautiful figurines, etchings and drawings on the ceilings and walls, tourists are known to be transported back to prehistoric times when kings lived here, administrating the entire district. With wide corridors and a beautiful garden in the front, the palace makes for a perfect day trip from Jagdalpur. There are many artefacts like ornaments, weapons and clothes turning the palace into a kind of museum for visitors to gain more in-depth knowledge. Make the saying ‘Live like a king’ come true by visiting here for a day and live like a king. ",,,
Chattisgarh,Jagdalpur, Chitradhara Falls ," One of the most beautiful picnic spots for the locals and tourists around Jagdalpur, the Chitradhara fall is like a gorgeous white cascade of water gushing down the hill. Situated in the small and remote village of Potanar, the Chitradhara fall takes the form of a horseshoe. The water here is seen to be gushing down at a breakneck and exciting pace, making it an excellent spot for outdoor and adventure lovers looking for an adrenaline rush. Not as glorious and big like the Chitrakote falls, Chitradhara is less popular and gives the tourist an experience of a remote village, being surrounded by serenity. A perfect family picnic spot, the Chitradhara waterfall sees locals and tourists flocking here for day trips. ",,,
