,state_name,city_name,place,description_main,best_time,ideal_duration,latitude place,longitude place
2307,Karnataka,Hampi, Daroji Bear Sanctuary ," Established in 1994, this sanctuary was converted from a thorny forest to a lush green area which is now inhabited by Sloth Bears. "," Sep-May 
            ",2.5,15.2752257,76.5636026
2308,Karnataka,Hampi, Hemakuta Hill Temple Complex ," The Hemakunta Hill houses a temple complex, many of them dedicated to Lord Shiva. These are all protected by a fort, providing a secluded atmosphere. "," Sep-May 
            ",2.5,15.3358,76.4610201
2309,Karnataka,Hampi, Old Palace ," The Old Palace, surrounded by a fort, and is in ruins as of today. It is located in Anegondi, for which kingdom this palace served as the center. "," Sep-May 
            ",2.5,30.7893241,76.5111723
2310,Karnataka,Hampi, Mahanavami Dibba ," This structure served as a focal point from where the Vijayanagara kings ruled their Kingdom. Various aspects of courtly life are depicted on this huge structure, including a gem studded throne. "," Sep-May 
            ",2.5,15.315957,76.47085339
2311,Karnataka,Hampi, Achyutraya Temple ," This temple is also known as the Tiruvengalanatha Temple, after the main deity, a form of Lord Shiva. "," Sep-May 
            ",2.5,15.3358,76.4610201
2312,Karnataka,Hampi, Hazara Rama Temple ," At the middle of the Royal Centre, this was a place of worship for the royals. The walls and pillars are beautifully adorned with fascinating carvings, including the outside walls of the compound. This temple is smaller in size compared to the others in Hampi. "," Sep-May 
            ",2.5,15.3178169,76.4688066
2313,Karnataka,Hampi, Anegundi Village ," Located on the banks of River Tungabhadra, Anegundi village is famous for the Aramane Palace Ruins, the Kamal Mahal, the Huchappayana Matha Temple, the Ranganatha temple and the Nava Brindavan. The village is older than Hampi and is considered a World Heritage Site. The rich culture and the beautiful architecture of the important monuments make it a major attraction for tourists. "," Sep-May 
            ",2.5,15.3511368,76.4921443
2314,Karnataka,Hampi, Kadalekalu Ganesh , Kadalekalu Ganesh is an important religious attraction in Hampi. The temple has traditional stone architecture and is located on Hemakuta Hill and has a huge 15 feet monolithic statue of Lord Ganesha which is a believed to be one of the largest in the world. The reason why the attraction is called Kadalekalu is because the belly of the deity is chiselled to look like Kadalekalu (Bengal gram). ," Sep-May 
            ",2.5,15.3358,76.4610201
2315,Karnataka,Hampi, King's Balance ," Situated close to the Vittala Temple, King's Balance is an ancient 15th-century weighing scaled which was used to weigh the king with the royal jewels every year on special occasions. The jewels were then donated to the temple priests. The structure has intricately carved pillars. It is made of granite and the pillars support a stone beam that has hoops which were used to suspend the balance. Interestingly, the king was made to eat rich and fatty food and encouraged to not move too much so that the few extra kilos would reflect on the scale and ensure that more jewels could be donated to the priests. "," Sep-May 
            ",2.5,15.3409232,76.4742222
2316,Karnataka,Hampi, Riverside Ruins ," The Riverside Ruins are a splendid cluster of Shivalings carved on a flat rocky surface, in addition to several shrines dedicated to Lord Vishnu and other Hindu deities, some of which are partially submerged. These ruins are in a row of 108 lingas and a sqaurish 1008 lingas and can be spotted all across the gorge.  "," Sep-May 
            ",2.5,15.3358,76.4610201
2317,Karnataka,Hampi, Sasivekalu Ganesh , Sasivekalu Ganesh has a gigantic monolithic statue of Lord Ganesha. The statue is over 8 feet tall and was created in the memory of a Vijayanagara King - King Narasimha II. It is often associated with the legend of Ganesha when he tied a snake around his belly when his stomach was about to burst after he had consumed a lot of food. The snake can be clearly seen around Lord Ganesha's belly. ," Sep-May 
            ",2.5,15.3358,76.4610201
2318,Karnataka,Hampi, Hampi Utsav ," Hampi Utsav, Hampi festival also known as the Vijaya Utsav is one of the largest celebrations of the ancient Vijayanagar empire now Hampi. The festivities take place every year at the Virupaksha Temple, commemorating the culture, traditions of the bygone era. With the beautifully carved ruins of Hampi serving as the backdrop, the rich culture of this region is shown through folk song and dance performances. The Janapada Kalavahini, a concert of folk songs, and the light and sound shows are unique attractions which you can't afford to miss. "," Sep-May 
            ",2.5,15.3358,76.4610201
2319,Karnataka,Hampi, Shopping in Hampi , The stone carvings by local artists are a good piece of memorabilia to take back from Hampi. ," Sep-May 
            ",2.5,15.3358,76.4610201
2320,Karnataka,Hampi, Cliff Jumping ," Apart from wandering through several ruins, Cliff Diving is one of the prime activities and things to do in Hampi. Especially popular among adventure buffs, the activity is enough to give you a divine adrenaline rush. You will find signs warning you of crocodiles in the Tungabhadra river below but there are little to no reports of crocodiles ever found at the diving sites. Sanapur Lake and Hampi Lake are also very popular sites for cliff diving in Hampi.  "," Sep-May 
            ",2.5,15.3358,76.4610201
2321,Karnataka,Hampi, Cliff Jumping ," Apart from wandering through several ruins, Cliff Diving is one of the prime activities and things to do in Hampi. Especially popular among adventure buffs, the activity is enough to give you a divine adrenaline rush. You will find signs warning you of crocodiles in the Tungabhadra river below but there are little to no reports of crocodiles ever found at the diving sites. Sanapur Lake and Hampi Lake are also very popular sites for cliff diving in Hampi.  "," Sep-May 
            ",2.5,15.3358,76.4610201
2322,Karnataka,Hampi, Bike Riding ," Riding a bike across town is a whole new way to experience the local life, green fields and local culture.  This is one of the most popular activities and things to do in Hampi, among tourists. Other than being a fun activity, it allows you to explore the town on your own. You can relax by the meadows or try delicious food at the local markets. Be sure to capture all these memorable moments in your camera. Bicycles can be rented from many places in Hampi and bike tours of the World Heritage Site are very commonly conducted.  "," Sep-May 
            ",2.5,15.3358,76.4610201
2323,Karnataka,Chikmagalur, Baba Budangiri ," Baba Budangiri is a mountain range renowned for its shrine to the Sufi Saint, Hazrat Dada Hayat Khalandar. It is also a popular trekking spot from Chikmagalur. The 9km trek starts from Sarpadhari and takes 5 hours to complete. The rare Neel Kurinji flowers also bloom here once in 12 years. "," Sep-May 
            ",2.5,13.4210884,75.7606996
2324,Karnataka,Chikmagalur, Mullayanagiri ," Mullayanagiri is the highest peak of Karnataka known for its peaceful ambience and nature's raw beauty. Part of the Baba Budangiri Ranges, it is a famous trekking point from Chikmagalur. Mountain biking is also available here. "," Sep-May 
            ",2.5,13.3909217,75.7214034
2325,Karnataka,Kemmanagundi, Mullayanagiri ,  ," Sep-May 
            ",2.5,13.3909217,75.7214034
2326,Karnataka,Chikmagalur, Bhadra Wildlife Sanctuary ," Covering a vast area of over 490 sq.kms, the Bhadra Wildlife Sanctuary is spread over the districts of Shimoga and Chikmagalur, 38 km west of the Chikmagalur town in Karnataka. Surrounded by hills of the Western Ghats on all sides, the view of the Bhadra Wildlife Sanctuary looks like a scene right out of a movie!  "," Sep-May 
            ",2.5,13.318014,75.7738743
2327,Karnataka,Chikmagalur, Kudremukh National Park ," A UNESCO World Heritage Site, the Kudremukh National Park is famous for bird watching and trekking. It houses around 200 species of birds. A permit is needed from the forest ranger to trek to Kudremukh Peak. "," Sep-May 
            ",2.5,13.25397485,75.18308891
2328,Karnataka,Kudremukh, Kudremukh National Park , This national park is placed under the Global Tiger Conservation Priority I and has been declared as a Wildlife Protected Area. ," Sep-May 
            ",2.5,13.25397485,75.18308891
2329,Karnataka,Chikmagalur, Rafting in Bhadra River ," Located in Karnataka, Chikmaglur is a haven for adventure-seekers. It is situated 45 kms from Bhadra River which is equidistant from well-known hill stations and wildlife regions in the Western Ghats such as Sakleshpur, Kudremukh, Charamadi Ghats. "," Sep-May 
            ",2.5,13.318014,75.7738743
2330,Karnataka,Chikmagalur, Coffee Plantations ," Taking a tour of the resplendent coffee plantations is one of the most essential things to do in Chikmagalur. Aside from reveling in the fresh aromatic smell of coffee beans and relaxing amidst the verdant green plantations, the estates owners arrange frequent tours where you can learn about the history of coffee and other details. "," Sep-May 
            ",2.5,13.318014,75.7738743
2331,Karnataka,Chikmagalur, Hebbe Falls , Hebbe Falls is a stunning waterfall located in the Chikmagalur. The water here is believed to have medicinal properties. The area around the waterfall has dense forest and plenty of coffee plantations.  ," Sep-May 
            ",2.5,13.5414025,75.7253701
2332,Karnataka,Kemmanagundi, Hebbe Falls ,  ," Sep-May 
            ",2.5,13.5414025,75.7253701
2333,Karnataka,Chikmagalur, Bhadra Dam ," The Bhadra dam is constructed on the river Bhadra, which is a tributary of the River Tungabhadra. The dam is surrounded by lush greenery is popular for kayaking and boating. "," Sep-May 
            ",2.5,13.7015177,75.6363721
2334,Karnataka,Chikmagalur, Coffee Museum ," Located in Chikmagalur, the Coffee Museum is a unique repertoire of the coffee business, right from growing to the brewing of the beans.  "," Sep-May 
            ",2.5,13.3414502,75.8102484
2335,Karnataka,Chikmagalur, Shopping in Chikmagalur  ," Almost essential is to take back home varieties of locally grown coffee beans and berries. Head to the National Coffee Research Station, to get your hands on some exclusive varieties. "," Sep-May 
            ",2.5,13.318014,75.7738743
2336,Karnataka,Chikmagalur, Kalhatti Falls ," Kalhatti Falls, also known as Kallathigiri Falls, is mesmerising. It is a popular picnic and camping spot. There is a small Shiva Temple located in the vicinity. "," Sep-May 
            ",2.5,11.4794937,76.6790141
2337,Karnataka,Chikmagalur, Hirekolale Lake ," Situated amidst the huge mountain ranges covered in green with the lake in the backdrop, a drive to the Hirekolale Lake is worth it for experiencing a perfect picture postcard setting. The beauty of the lake enhances when visited during sunset as the saffron colour of the sunrays gets reflected onto the lake thereby making the spot appear magical.  "," Sep-May 
            ",2.5,13.318014,75.7738743
2338,Karnataka,Chikmagalur, Z Point , Z Point is a popular trekking spot from Chikmagalur. The challenging trek passes through lush green valleys. This trekking trail of 3 km begins from Kemmanagundi Raj Bhavan. ," Sep-May 
            ",2.5,13.5540555,75.7635394
2339,Karnataka,Kemmanagundi, Z Point ,  ," Sep-May 
            ",2.5,13.5540555,75.7635394
2340,Karnataka,Chikmagalur, Jhari Waterfalls ," Jhari Waterfalls also known as the Buttermilk Falls is situated near Attigundi at a distance of 12 km from Baba Budangiri. This waterfall is a perfect place which provides a serene environment to its visitors. Nestled in a harmonious environment, it is worth visiting.  "," Sep-May 
            ",2.5,13.4236276,75.7409839
2341,Karnataka,Chikmagalur, Kemmanagundi ," Kemmanagundi is one of the most popular hill stations and retreats in the area. The highest peak of Karnataka, Mullayanagiri, too is found here. Natural beauty take all shapes and forms here from streams, waterfalls, springs, forests to gardens. "," Sep-May 
            ",2.5,13.318014,75.7738743
2342,Karnataka,Chikmagalur, Manikyadhara Falls ," Endearingly known as Nellikayi Theertha, Manikyadhara Falls is one of the most enchanting and gorgeous waterfalls located on the Bababudan Road near Chikmagalur in Karnataka. Nestled in the heart of the Shola Forest, the perennial cascading waterfalls with sparkling clean water is not only a remarkable visual delight but is also the halting point of the various treks undertaken at the Baba Budangiri hills. Falling down a height of 30 feet, the waterfall offers stunning views of the mist covered green mountains in the backdrop and of the narrow valley down below.
 "," Sep-May 
            ",2.5,13.4221962,75.7698018
2343,Karnataka,Chikmagalur, Belavadi ," Being a national heritage site and one of the prime attractions in Karnataka, Belavadi is situated at a distance of 29 km from the town of Chikmagalur. A scenic village which is surrounded by green lands, trees, and tons of lush greenery makes it a perfect place for one to relax at.  "," Sep-May 
            ",2.5,13.28207005,75.99566897
2344,Karnataka,Chikmagalur, Inam Dattatreya Peetha ," Located on the Baba Budan Giri Hills, this holy site is visited by Hindus and Muslims alike. The cave is believed to have provided shelter to Guru Dattatreya and Hazrat Dada Hayath Mir Khalandar. "," Sep-May 
            ",2.5,13.4320781,75.754954
2345,Karnataka,Chikmagalur, Sringeri Sharada Peetham ," Nestled amongst the backdrop of the exquisite Malnad Hills on the banks of River Tunga and established by Sri Adi Shankaracharya, Sringeri Sharada Peetha is named after the great Rishi Rishyashringa. The prime deity of the temple is Sharadhamba Devi.  "," Sep-May 
            ",2.5,13.41161715,75.25493064
2346,Karnataka,Chikmagalur, Ballalarayana Durga Fort ," Ballalarayana Durga is a hill fort in Chikmagalur that is situated in the village of Bettabalige between the towns of Kottegehara and Kalasa. Boasting of rich history and cultural significant, the vantage point is perched at a height of 1509 metres and offers some of the best panoramic vistas and picturesque views in the region. Cosily tucked up in the Western Ghats, it can only be reached through a trek amidst the dense forests. Although the hill fort is currently in ruins with only periphery walls, a few arches and a basement, it is a major tourist destination, a popular picnic spot in addition to being an ideal campsite.  "," Sep-May 
            ",2.5,13.318014,75.7738743
2347,Karnataka,Chikmagalur, Ghatikallu ," The name â€˜Ghatikalluâ€™ refers to a peak that offers panoramic views of the valley.  A two-hour drive from Chikmagalur takes one to Ghatikallu, a gem in the crown of the Western Ghats. Surrounded by lush green valleys and acres of coffee and areca nut plantations, this place in Chikmagalur district has everything that a nature lover could ever wish for: streams, waterfalls, hills, thick forests and above all, its resounding quietude. Travellers come all the way here seeking the bliss of camping, star-gazing, trekking and river walks. There are also many stunning homestays and resorts here.  "," Sep-May 
            ",2.5,13.1641263,75.3977743
2348,Karnataka,Murudeshwar, Murudeshwar Temple ," Murdeshwar, a town in Bhatkal Taluk of Uttara Kannada district in the state of Karnataka, India. Murdeshwar is another name of the Hindu god Shiva. Famous for the world's second-tallest Shiva statue, the town lies on the coast of the Arabian Sea and is also famous for the Murdeshwar Temple. Murdeshwar has a railway station on the Mangalore-Mumbai Konkan railway route. "," Sep-May 
            ",2.5,14.0938676,74.4849865
2349,Karnataka,Murudeshwar, Netrani Island ," Netrani Island is one of the best places in India for Scuba diving. Being a coral island, the area is perfectly suited for snorkeling and scuba diving. "," Sep-May 
            ",2.5,14.0174924,74.32720867
2350,Karnataka,Murudeshwar, Murudeshwar Beach ," Sandwiched between the sea and a river, this beach is home to the giant Shiva statue. Although water sports are not available here, tourists indulge in swimming, and a calm walk on the beach. "," Sep-May 
            ",2.5,14.09717935,74.48665041
2351,Karnataka,Murudeshwar, Murudeshwar Fort ," Behind the temple complex of Murudeshwar, is a fort that finds its origins in the era of the Vijayanagara Kings. It is said to have been renovated after that by none other than Tipu Sultan. "," Sep-May 
            ",2.5,14.0959549,74.4883354
2352,Karnataka,Murudeshwar, Statue Park ," A beautiful stretch of green lawns, this area along around the 15m tall statue of Shiva houses various flowering plants, stone sculptures as well as small ponds inhabited by ducks. The artificial waterfall rushing down over the boulders is a splendid view. "," Sep-May 
            ",2.5,28.6128335,77.2311333
2353,Karnataka,Murudeshwar, Bhatkal Beach ," A prominent beach situated along the Arabian Sea, a pristine coastline interspersed with coconut trees, provides a breathtaking view of the surroundings. "," Sep-May 
            ",2.5,14.09717935,74.48665041
2354,Karnataka,Murudeshwar, Shopping in Murudeshwar ," One can take home pictures of Lord Shiva and shop for a number of souvenirs, especially along the temple road, such as jewellery, idols, wall hangings and more. "," Sep-May 
            ",2.5,14.0959549,74.4883354
2355,Karnataka,Murudeshwar," Jamia Masjid, Murudeshwar "," One of the oldest mosques in the area, this one located in Bhatkal, is a sprawling three storeyed structure with a basement as well. Find here some Persian inscriptions and a strong scent of ancient history and spirituality. "," Sep-May 
            ",1.0,14.0959549,74.4883354
2356,Karnataka,Gokarna, Om Beach ," Famous for being naturally shaped like the auspicious symbol Om, Om beach attracts tourists round the year. "," Sep-May 
            ",1.0,14.5190647,74.3254238
2357,Karnataka,Gokarna, Mahabaleshwara Temple , A Shiva Linga known as the Atmalinga is worshipped in this Mahabaleshwar temple. ," Sep-May 
            ",1.0,14.5435241,74.31655935
2358,Karnataka,Gokarna," Paradise Beach, Gokarna ", The Paradise beach is accessible only by boat or after some trekking. No water sports are available here but swimming in the calm waters can be fun. ," Sep-May 
            ",1.0,14.5181176,74.33760542
2359,Karnataka,Gokarna, Kudle Beach ," This is one of the most famous tourist spot, located around 20-minutes (walking distance) away from Gokarna. Here travelers will get a number of simple huts and beach-side eating places where one can enjoy lots of things. A kilometers-long pure white sandy beach surrounded by palm trees is the major attraction of this beach that attracts large number of travelers. "," Sep-May 
            ",1.0,14.52844845,74.3158376
2360,Karnataka,Gokarna, Water Sports in Gokarna ," Known for its idyllic beaches and pristine waters, Gokarna is a favorite among travelers who seek a peaceful vacation.  It is the more laid-back and less commercialized version of Goa. Other than the famous Om beach, it has Kudle beach and the more secluded Half Moon and Paradise beach.  "," Sep-May 
            ",1.0,14.5439629,74.3184418
2361,Karnataka,Gokarna, Gokarna Beach ," Located close to Mahabaleshwara Temple, Gokarna beach is most popular with pilgrims coming to visit the temples. "," Sep-May 
            ",1.0,14.55183335,74.31091673
2362,Karnataka,Gokarna, Yana Caves ," A delightful location for trekkers and hikers, Yaana is situated in the midst of the thick woods of the Western Ghats. "," Sep-May 
            ",1.0,14.5439629,74.3184418
2363,Karnataka,Gokarna, Half Moon Beach ," Half Moon is a smaller, less popular and hence a less crowded beach, yet quite beautiful beach. "," Sep-May 
            ",1.0,14.51796505,74.33091115
2364,Karnataka,Gokarna, Mirjan Fort ," Located on the banks of River Aghanashini, Mirjan Fort is a royal reminder of our glorious history. It is situated about 11 km from the town of Kumta in Karnataka and is spread over an area of 4.1 hectares. The fort is also believed to be a site for many past battles in 16th and 17th Centuries and was functional till 1785. Later, the British captured this fort and used it for their armoury. It is embellished with the remarkable architecture of the bygone era, such as canals, moats, secret passageways and various other considerations to fortify its grounds. The splendid fort truly gives the impression of a fairytale castle all covered with grass and overgrowth.  "," Sep-May 
            ",1.0,14.48905715,74.41748382
2365,Karnataka,Gokarna, Beach Trekking ," Coddled in nature? lap, the pristine beaches of Gokarna are already an engrossing sight, add to that the thrill and excitement of a trek and the picture is complete. The 8km trekking activity takes over 7 hours and starts from Bangalore under the guide of a qualified instructor. The joy of this fascinating journey through the lush and dense tropical forests is guaranteed to last a lifetime. "," Sep-May 
            ",1.0,14.5439629,74.3184418
2366,Karnataka,Gokarna, Namaste Cafe ," Namaste Cafe is one of the most picturesque cafes in Gokarna offering finger licking delicious food, situated right on the Om Beach. If you are in Gokarna, this place is a must-visit. Situated at one end of the beach, the cafe has a picture perfect setting and tasting the delicious food here with a view is one of the best things to do in Gokarna. "," Sep-May 
            ",1.0,32.0100365,77.3152832
2367,Karnataka,Gokarna, Koti Tirtha ," A man made tank, Koti Tirtha is considered to be extremely sacred and is used for ritual bathing and immersing idols. The tank is surrounded by temples on all sides. "," Sep-May 
            ",1.0,14.54156995,74.32015417
2368,Karnataka,Gokarna, Maha Ganapati temple ," Dedicated to Lord Ganesha, this temple is located near the Mahabaleshwara temple and quite popular among pilgrims visiting Gokarna. "," Sep-May 
            ",1.0,13.0517564,77.6349601
2369,Karnataka,Gokarna, Kumta ," A coastal town near Gokarna, Kumta is famous for its temples and beaches. "," Sep-May 
            ",1.0,14.4261647,74.4107617
2370,Karnataka,Gokarna, Bhadrakali Temple ," This temple dedicated to the Goddess Uma, is a popular religious site in Gokarna. "," Sep-May 
            ",1.0,17.9948572,79.58287238
2371,Karnataka,Gokarna, Sirsi ," If you wish to visit a place that is a commercial yet tranquil, Sirsi is the ultimate destination for a getaway. Providing with the best of both worlds, this city lies in the Uttar Kannada district in the state of Karnataka. This city circumscribed with dense forests and waterfalls provides the travelers with many picturesque spots where they can unwind and relax.  "," Sep-May 
            ",1.0,14.6192362,74.8388611
2372,Karnataka,Gokarna, Nirvana Beach ," A lesser-known, relatively secluded and extremely clean beach in Karnataka, Nirvana Beach in Gokarna is a long stretch of golden sand and clear blue water. Ideal for a relaxing and serene getaway, the beach offers excellent sunrise and sunset views and is also great for taking a dip. It is not open for water sports but the beach is perfect for volleyball or simply sunbathing while watching a few fishing boats go by. Just a ferry ride from popular beaches, Nirvana Beach is a wonderful place to spend some peaceful time with family. "," Sep-May 
            ",1.0,14.49095655,74.36366866
2373,Karnataka,Gokarna, Small Hell Beach ," A must-visit when in Gokarna, Small Hell Beach is a peaceful beach that features golden sand and ultramarine blue water that is exceptionally calm. Given that it is untouched by untouched hands, the surroundings are quite clean and absolutely breathtaking. Surrounded by massive rocks and tall trees, it is ideal for swimming, sunbathing, taking photographs and relaxing. A few fishing boats go by occasionally and add to the scenic beauty of the area. "," Sep-May 
            ",1.0,14.5439629,74.3184418
2374,Karnataka,Gokarna, Belekan Beach ," Belekan Beach in Gokarna is a remote location accessible mainly via a boat ride from Gokarna Beach that is known for its calm blue water and magnificent views of the hills around. It is close to Moonlight Beach and is a tranquil location perfect for a relaxing day. While swimming is definitely a go-to activity here, it is also great for playing beach volleyball and frisbee. Being here in the evenings allows visitors to catch a glimpse of the gorgeous sunset against the hills and just enjoy the sight of boats littered around on the water. "," Sep-May 
            ",1.0,14.52063565,74.34440452
2375,Karnataka,Bangalore, Lalbagh ," Lalbagh botanical garden is home to numerous birds and wildlife and has a lake. It is popular for flower shows conducted here during Republic Day and Independence Day week. There is also a bonsai garden, topiary garden, lotus garden and rose garden inside. "," Sep-May 
            ",1.0,26.7702827,82.1470143
2376,Karnataka,Bangalore, Church Street ," About 750 m long, Church Street in Bangalore is one of the busiest and most beloved streets, named after St. Markâ€™s Cathedral. It is lined with gift shops, music shops, bookstores, restaurants and cafes, some of them being the oldest in the city, all selling a wide variety of products and tasty treats. There are days when artists set up shop out on the streets and sell their work that includes paintings, photo frames, posters and handmade items. There are arcades for children and adults to play at and tattoo parlours too. "," Sep-May 
            ",1.0,9.9826295,76.2753987
2377,Karnataka,Bangalore, Bannerghatta National Park ," Located 22 km away, the Bannerghatta National Park is a sanctuary for a large variety of flora and fauna. The main attractions here are an aquarium, a zoo, a Children's park, Crocodile Farm, Snake Park and a Prehistoric Animals' Park. It is also popular for hiking and trekking.

 "," Sep-May 
            ",1.0,12.53290595,77.54619069
2378,Karnataka,Bangalore, Bangalore Palace , The majestic Bangalore palace is a royal palace known for its architecture with beautiful carvings both inside and outside. It is owned by the Mysore Royal family. The sprawling grounds around the palace is ideal for a picnic. ," Sep-May 
            ",1.0,12.9985963,77.59200949
2379,Karnataka,Bangalore, Cubbon Park ," Cubbon Park is the most famous attraction in Bangalore. In addition to being a natural sightseeing destination, Attara Kacheri, Cubbon Park Museum, Bangalore Aquarium and Sheshadri Iyer Memorial Park are also situated here.  "," Sep-May 
            ",1.0,12.97424405,77.59219503
2380,Karnataka,Bangalore," ISKCON Temple, Bangalore "," ISKCON Bangalore is one of the largest Krishna Hindu temples in the world. The cultural complex accommodating dedicated deities of Sri Sri Radha Krishnachandra, Sri Sri Krishna Balarama, Sri Sri Nitai Gauranga, Sri Srinivasa Govinda and Sri Prahlada Narasimha.  "," Sep-May 
            ",1.0,15.40417305,75.06941224
2381,Karnataka,Bangalore, Wonderla Amusement Park ," Wonderla is the best amusement park in Bangalore. It houses water, roller coaster rides, a Ferris wheel and some VR experiences. "," Sep-May 
            ",1.0,17.2171383,78.52891919
2382,Karnataka,Bangalore, Wonderla Amusement Park ," Wonderla is the best amusement park in Bangalore. It houses water, roller coaster rides, a Ferris wheel and some VR experiences. "," Sep-May 
            ",1.0,17.2171383,78.52891919
2383,Kerala,Kochi, Wonderla Amusement Park ," An amusement park filled with breathtaking charm, Wonderla has everything one can need to celebrate with vivacity. With over 50 exhilarating rides, the theme park has all the facilities to provide for an exciting experience for every visitor irrespective of their age and gender. It offers the thrill of both land-based and water-based rides. "," Sep-May 
            ",1.0,17.2171383,78.52891919
2384,Kerala,Kochi, Wonderla Amusement Park ," An amusement park filled with breathtaking charm, Wonderla has everything one can need to celebrate with vivacity. With over 50 exhilarating rides, the theme park has all the facilities to provide for an exciting experience for every visitor irrespective of their age and gender. It offers the thrill of both land-based and water-based rides. "," Sep-May 
            ",1.0,17.2171383,78.52891919
2385,Karnataka,Bangalore, Nandi Hills ," Nandi Hills is a scenic hill station situated close to Bangalore, serving as one of the most popular destinations for trekking of Karnataka and escaping the busy city life of Bangalore. "," Sep-May 
            ",1.0,17.4212681,78.4313632
2386,Karnataka,Bangalore, Innovative Film City ," Innovative Film City is an Indian movie theme park, popular for a day trip. It houses amusement park rides, museums, adventure sports among other things.  "," Sep-May 
            ",1.0,12.7766553,77.41570368
2387,Karnataka,Bangalore, Tipu Sultan's Summer Palace ," Tipu Sultan Palace was the summer residence of Tipu Sultan. It is now converted into a museum and is famous for its Indo-Islamic architecture consisting of ornamental frescoes, magnificent arches, protruding balconies and brilliant motifs. It is located inside the Bangalore Fort. "," Sep-May 
            ",1.0,12.9767936,77.590082
2388,Karnataka,Bangalore," National Gallery Of Modern Art, Bangalore "," National Gallery of Modern Art is a two-storeyed museum based in a colonial-style residential building. It showcases the cultural ethos of India from periods as early as the 18th century. There is also a huge auditorium, a charming cafeteria, and a reference library here. "," Sep-May 
            ",1.0,12.9767936,77.590082
2389,Karnataka,Bangalore, Commercial Street ," Commercial Street is the oldest and busiest shopping place in Bangalore. It is famous for clothes, jewellery, electronics, footwear and local food joints. "," Sep-May 
            ",1.0,12.9822323,77.6082954
2390,Karnataka,Bangalore, Art of Living International Centre ," Located 21 kms southwest of Bangalore on Kanakpura Road atop Panchagiri Hills, Art of Living Centre is the headquarters of the spiritual, cultural organization Art of Living Foundation, established by Sri Sri Ravi Shankar.  "," Sep-May 
            ",1.0,12.9767936,77.590082
2391,Karnataka,Bangalore, Vidhana Soudha ," Vidhana Soudha houses the State Legislature and the Secretariat of Karnataka. Popularly known as the 'Taj Mahal of South India', it is one of the most magnificent buildings in the city. It is illuminated on Sunday and public holidays. "," Sep-May 
            ",1.0,12.9797454,77.59061673
2392,Karnataka,Bangalore, Jawaharlal Nehru Planetarium ," Jawaharlal Nehru Planetarium is a popular attraction in Bangalore. The Sky Theatre is its main attraction which imitates the way the sky looks to us. There is also a mirror dome show, a science park, and a special programme conducted here first Sunday evening of every month. "," Sep-May 
            ",1.0,12.98454865,77.58985602
2393,Karnataka,Bangalore, Visvesvaraya Industrial and Technological Museum ," Visvesvaraya Industrial and Technological Museum houses machines and artefacts related to science and technology. There are also interesting shows and the ""Science for Kids"" centre here. It is a fun place to visit with kids. "," Sep-May 
            ",1.0,12.97528365,77.59628434
2394,Karnataka,Bangalore, Ulsoor Lake ," Constructed by Kempe Gowda II in the 2nd century, this lake was earlier known as Halsur or Alasur. Although not fit for swimming, boating can be enjoyed at the lake. "," Sep-May 
            ",1.0,12.9823891,77.61916691
2395,Karnataka,Bangalore," Shiva Temple, Bangalore ", The Shiva Temple of Bangalore is considered one of the most beautiful Shiva temples in India. It is landmarked by a huge white monolith of Lord Shiva in a an artificial pool of water and Himalayas all around. ," Sep-May 
            ",1.0,12.9938216,77.5387868
2396,Karnataka,Bangalore, UB City Mall ," Located in the CBD (Central Business District) in Bangalore, this luxury mall is the one-stop destination for all your high-end brand needs. It is home to all the luxury beauty, shoes, jewellery, bags and fashion brands from all around the globe. "," Sep-May 
            ",1.0,12.9767936,77.590082
2397,Karnataka,Bangalore," MG Road, Bangalore "," MG Road is one of the most popular shopping and entertainment hubs in Bangalore. It runs from Trinity Circle to Anil Kumble Circle. Items such as traditional handicrafts, silk, sarees and cutlery and bone china are available here. MG Road is also popular for pubs and nightclubs. "," Sep-May 
            ",1.0,12.9755264,77.6067902
2398,Karnataka,Bangalore, Indian Music Experience ," Spread across 50,000 square feet, the Indian Music Experience in Bengaluru is the first interactive music museum of the nation that is most innovatively disrupting the conventional notion of museums among visitors. The Museum exhibits everything about Indian music under a single roof, right from classical to folk, regional and Bollywood. "," Sep-May 
            ",1.0,12.8918025,77.5835797
2399,Karnataka,Bangalore, Chunchi Falls ," Chunchi Falls is a 50-ft high waterfall fed by the river Arkavati. It is a popular day trip from Bangalore, perfect for a family picnic. There is a watchtower on the way to falls offering a stunning view. Swimming is prohibited in the falls. "," Sep-May 
            ",1.0,12.3515083,77.4459464
2400,Karnataka,Bangalore," Fun World, Bangalore "," Fun World Amusement Park is one of the most popular amusement parks in Bangalore. It houses various rides, roller coaster, Ferris wheel, bumper cars and a food court. "," Sep-May 
            ",1.0,13.00683225,77.5909922
2401,Karnataka,Bangalore, HAL Aerospace Museum ," HAL Aerospace Museum is India's first aerospace museum. It houses a display of various aircraft and helicopters, Aircraft engine models, Flight simulators, a mock Air Traffic Control Tower and exhibits of Indian aviation history.  "," Sep-May 
            ",1.0,12.9556087,77.68127803
2402,Karnataka,Bangalore," Go-Karting, Bangalore "," Go-karting is the most breathtaking activities available at many places in Bangalore, which can be enjoyed with family and friends.   "," Sep-May 
            ",1.0,12.89331115,77.46078657
