,state_name,city_name,place,description
14,Andhra Pradesh,Vijayawada," 15. Amravati Museum, Vijayawada "," Displaying a wide range of exhibits that date back to as far as the 3rd century, the Archaeological Museum in Amravati is an absolute haven for the history buff in each one of us. This museum houses mysterious relics and exotic artefacts found during excavations and flawlessly sculpted statues of Lord Buddha, Goddess Tara and Bodhisattva Padmapani. "
15,Andhra Pradesh,Vijayawada, 16. Sri Ramalingeswara Swami vari Devasthanam ," Resting atop a small hillock in the southeast corner of Vijayawada is the Sri Ramalingeswara Swami vari Devasthanam. Decked in a canopy of tall dense trees, this holy temple is dedicated to Lord Shiva and is decorated like a bride, come Mahashivratri. You will also be treated to a breathtaking view of the colourful city and the River Krishna from here. "
16,Andhra Pradesh,Vijayawada, 17. Lenin Statue ," An enormous statue of Vladimir Ilyich Ulyanov, better known as Lenin, towers in the middle of Vijayawada city as an instance of communism and its ideologies. Built in the 1980s when the town was under communist rule, this statue holds tremendous historical significance. You can find many stray book sellers here selling popular and interesting books at a third of the cost. "
17,Andhra Pradesh,Vijayawada, 18. Hazrat Bal Mosque ," The dazzlingly white Hazratbal Mosque in Vijayawada city is a sight for sore eyes. This mosque experiences a footfall of thousands of people, irrespective of caste and creed, to take one glance at Prophet Mohammad's relic that is put up on display once a year. They say having seen this relic will rid you of all the stubborn problems of life. "
18,Andhra Pradesh,Vijayawada, 19. Akkanna Madanna Caves ," These ancient rock-cut caves of Akkanna Madanna can be traced back to the 7th Century. Located in the Krishna and Guntur regions of Andhra Pradesh, these caves are the treasured possessions of the Vijayawada kingdom. These caves are dedicated to the Hindu trinity of Brahma, Vishnu and Maheshwara and contain significant inscriptions from the past.
 "
19,Andhra Pradesh,Vijayawada, 20. VMC Disney Land ," Situated in Ajit Singh Nagar in Vijayawada, VMC Disney Land is one of the most popular and largest water parks in the city. With separate swimming pools for adults and kids, professionals and beginners and a variety of water activities and fun games, thrilling rides, aqua dancing and wave pools etc., the water park is the favourite hangout place for the city dwellers. "
20,Andhra Pradesh,Vijayawada, 21. Gunadala Matha Shrine ," Tucked into the hills of the Krishna District, the Gundala Matha Shrine, or the St Mary's Church, provides hope and solace to many. You will find an iron cross erected here along with Mother Mary's idol and a museum that houses many holy relics. A huge crowd of devotees and tourists are gathered here during the festive celebration of Our Lady of the Lourdes. "
21,Andhra Pradesh,Vijayawada, 22. Haailand , Haailand is situated around 19 kms from Vijayawada on the outskirts of the city. It is considered to be the most deliciously designed and themed water cum amusement parks in the region. It offers a plethora of fun games and activities. You can either choose for a water park package or and amusement park package or both.  
22,Andhra Pradesh,Vijayawada, 23. ISKCON Vijayawada ," Settled by the banks of River Krishna, the striking three-storeyed building of ISKCON in Vijayawada houses two mesmerizingly stunning marble idols of Lord Krishna and Radha standing side by side. The faint vibrations of ¥om' playing in the background will relax your nerves as soon as you enter the temple. Mahaprasad facility is also available here. "
23,Andhra Pradesh,Vijayawada, 24. Rajiv Gandhi Park ," Set on the banks of River Krishna, the Rajiv Gandhi Park has it all- a small enclosure with exotic animals, a dinosaur park with life size replicas of ancient creatures and a mesmerising musical fountain. Relaxing amidst the dense verdure of this park and listening to the melodious chirping of the birds will instantly refresh you after a long monotonous week. "
0,Andhra Pradesh,Guntur, 1. Nagarjuna Sagar Dam and Ethipothala Falls ," An exquisite sight of a massive irrigation project constructed over River Krishna, Nagarjuna Sagar Dam is situated around 100 miles from the city of Guntur. "
1,Andhra Pradesh,Guntur, 2. Kondaveedu , Kondaveedu is a place lying about 17 miles from Guntur city adorned with one of the most popular tourist attractions of the region. It houses an ancient fort belonging to 14th century AD built by Reddy kings which comprises of 21 magnificent structures. 
2,Andhra Pradesh,Guntur, 3. Uppalapadu Nature Conservation ," A place to admire large number of endangered species of Birds, Uppalapadu Nature Conservation is situated in the southern side of the city. "
3,Andhra Pradesh,Guntur, 4. Kotappakonda Trikutaparvattam ," Originally known as Kondakavuru, this place is famously known as Kotappakonda or Trikutaparvattam meaning three peaked hill which actually lies nearby. "
4,Andhra Pradesh,Guntur, 5. Mangalagiri ," Mangalagiri, lying 13 miles northeast of Guntur city is mainly renowned for its famous temple of Lord Lakshmi Narasimha Swamy. At the temple, the devotees worship the lord by offering jiggery water. "
5,Andhra Pradesh,Guntur," 6. Downtown, Guntur "," The city of Guntur is comprised of its own downtown area, midtown and residential areas. This place is packed with myriad of tourist attractions which include Center of Brodipet, Arundelpet, Jinnah Tower Center, Naaz Center, Brindavan Gardens, Old Guntur and Inner and Outer Ringroads. "
6,Andhra Pradesh,Guntur, 7. Amaravathi , A place situated about 16 miles from Guntur is packed with a famous holy shrine and site of great historic importance. The place itself is named after a renowned temple lying in the area namely Amareswara Swamy which inhabits Swayambhu Linga. 
7,Andhra Pradesh,Guntur, 8. Viswa Nagar ," Situated in the south-west part of the city, Viswa Nagar can be easily approached via a National Highway 5 i.e. GNT-Chennai Expressway. The place is renowned for Universal Integration Pillar and Viswayogi Viswamji. "
8,Andhra Pradesh,Guntur, 9. Krishna Barrage , Krishna Barrage or Prakasam Barrage lies 18 miles from the city of Guntur. It is constructed over Krishna River all the way connecting Guntur with Krishna District. 
9,Andhra Pradesh,Guntur, 10. Pongal ," Mid-January is considered as an important time in the Tamil calendar. The harvest festival, Pongal, typically falls on the 14th or the 15th of January and is celebrated in an exemplary mode of 'Tamil Culture'. Guntur has a lavish celebration of Pongal that anybody interested in observing local cultures should not miss. "
10,Andhra Pradesh,Guntur, 11. Suryalanka Beach ," Suryalanka Beach is a lesser-known gem situated near Bapatla near Guntur. The beach is famous for the sweeping views of the sun, sea and sand. It is also ideal for swimming.  "
11,Andhra Pradesh,Guntur, 12. Bhattiprolu ," Located in the Guntur district in the state of Andhra Pradesh, Bhattiprolu is a small village which is mainly known for its Buddhist stupa that is a centrally protected monument of national importance. "
12,Andhra Pradesh,Guntur, 13. Amaravati Stupa ," Amaravati Stupa is a heritage monument, and ancient Buddhist stupa located in the Amaravathi. The memorial is currently under the protection of the Archaeological Survey of India. Popularly known as the Mahachaitya, Deepaladinne or the Great Stupa of Amaravati, this is among the largest stupas in India and one of the most visited sites in Amaravati. "
0,Andhra Pradesh,Nellore, 1. Ramalingeswara Temple ," Also known as Ramathirdham, this temple is located 30 km from Nellore city. The presiding deities of the temple are Lord Shiva and Goddess Kamakshamma. "
1,Andhra Pradesh,Nellore, 2. Narasimhaswamy Temple ," Dedicated to Lord Vishnu, Narasimhaswamy Temple lies about 13 km from center of the Nellore city. Lord Vishnu is worshipped in this in the form of his fourth incarnation. "
2,Andhra Pradesh,Nellore, 3. Patu Ru ," Patu Ru is a small village lying at a distance of about 10 km from Nellore and perfect place for shopaholics. Renowned for its handicrafts industry and handloom sarees, the village is settles between the triangle formed by Kovuru, Damarmadugu and Kovuru. "
3,Andhra Pradesh,Nellore, 4. Ranganatha Temple ," Lying on the banks of River Pennar, Ranganatha Temple is one of the most revered temples of Nellore. The temple is great religious significance and is considered to be the oldest temples of the area which attracts devotees in such large number. "
4,Andhra Pradesh,Nellore, 5. Mypadu Beach ," Located about 22 km from the city of Nellore, Mypadu Beach is a calm and serene beach with slow waves and gentle breeze. The salient feature of the water body is sunrise that is not to be missed. "
5,Andhra Pradesh,Nellore, 6. Barah Shaheed Dargah ," Barah Shaheed Dargah is a mausoleum located very close to sea in Sulurpet in Nellore District. The place was established in the honor of 12 martyrs. It is a common belief that those who visit here to pay their respects, have all their wishes fulfilled. "
6,Andhra Pradesh,Nellore, 7. Nelapattu Bird Sanctuary ," Renowned for being one of the most significant pelican habitats in South-east Asia, the Nelapattu Bird Sanctuary in the Nellore District is every bird watcher's dream come true. This mesmerising sanctuary is located just near the village of Nelapattu and is spread over a total area of about 459 hectares.  "
0,Andhra Pradesh,Kakinada, 1. Coringa Wildlife Sanctuary ," Lying in a beautiful setting amid nature, Coringa Sanctuary is a place for nature lovers and wildlife buffs. Located close to Kakinada in the proximity to the breath taking backwaters of the sea, the sanctuary is said to be sprawling across the huge area of 235 sq km. "
1,Andhra Pradesh,Kakinada, 2. Shri Bhavanarayana Swamy Temple , Shri Bhavanarayana Swamy Temple is considered to be a very important place of worship lying in Sarpavaram nearby Kakinada. The place is dedicated to Lord Vishnu in form of Lord Bhavanarayan. 
2,Andhra Pradesh,Kakinada, 3. Pithapuram ," Pithapuram is a town located around 21 km from Kakinada and renowned as a major pilgrim hub in the country. I fact is said to be the oldest holy center in India and is famous one of the five Madava Kashetras, one of the twelve pilgrim hubs and one of the Asta DataSakhti petas. "
3,Andhra Pradesh,Kakinada, 4. Shopping in Kakinada ," Kakinada city offers plethora of shopping options which also includes several malls such as Vaibhav Mall, Spencers Hyper market, Planet Fashion etc. There you can purchase anything from day to day necessity to luxurious products. "
4,Andhra Pradesh,Kakinada, 5. Bhimesvara Temple ," Another important temple in the area situated in Samalkota, Bhimesvara Temple is known for its unusual architecture. Dedicated to Lord Shiva, the temple is built in rectangular shape with the idol of the lord placed in the middle. "
5,Andhra Pradesh,Kakinada, 6. Uppada Beach ," Uppada Beach is one of the safest and the most mesmerising beaches on the eastern coast of India. Situated in Kakinada town, the beach has an extensive shoreline. It offers a perfect recluse to adventurers, solo travellers and couples as well as families. The beach is also a scenic spot to watch the sunrise and sunset while being a paradise for photographers and nature lovers. Tourists engage themselves in several sports such as cricket or football while some opt for trekking along the sea-shore. One can even befriend the local fishermen in the area and accompany them for deep water fishing. A well-maintained park just behind the beach enhances its charm. "
6,Andhra Pradesh,Kakinada, 7. Draksharamam ," A place of great religious importance, Draksharamam is a temple dedicated to Lord Shiva and regarded as most holy place just after Banaras. Popularly referred to as Dakshina Kasi, the temple is adorned with four entrance gates presenting four cardinal directions. "
7,Andhra Pradesh,Kakinada, 8. Adurru ," A place of several excavated monuments which will make the history lovers pulse racing; Adurru is situated in the Razole Taluk. Several excavated ruins found were taken under by Archeological Survey of India (ASI) IN 1953 which includes Buddhist Stupas, chaityas and Viharas. "
0,Andhra Pradesh,Chittoor, 1. Sri Venkateshwara National Park ," Located about 10 km from Tirupati and on the Eastern Ghats, Venkateshwara National Park and biosphere reserve is a quintessence of Mother Nature's generosity. "
1,Andhra Pradesh,Chittoor, 2. Srikalahasti Temple ," Situated in Chittoor, Srikalahasti Temple is popular among devotees who visit the temple along with the highly revered Tirupati Temple, which is just 36 km away. Dedicated to Lord Shiva, Kalahasti temple has immense religious importance for Hindus and was constructed in the year 1516 by Krishnadevraya, a king of the Vijayanagara empire.  "
2,Andhra Pradesh,Chittoor, 3. Nagalapuram , Nagalapuram is one of the most beautiful hill stations in Chittoor district and a very well known trekking destination all over the country. The path here motivate the trekkers at every pitstop with the most beautiful and heartwarming views of the four waterfalls.  
3,Andhra Pradesh,Chittoor, 4. Horsley Hills ," Nicknamed 'Andhra Ooty', this hill station located near Madanapalle town, is one of the three hill stations in Andhra Pradesh. With its peaks kissing the clear blue sky, a panoramic view of the virgin green cover, sweet chirpings of the birds, colourful flora on the pathways, this place is surely going to take your breath away. "
4,Andhra Pradesh,Chittoor, 5. Kailasakona Waterfalls ," Situated in Nagari Valley near Tirupati, Kailasakonda Waterfalls are beautiful perennial waterfalls with an interesting story behind them. Legend has it that Lord Kailasanatheshwara performed the marriage of Lord Venkateshwara Swami and Goddess Padmavati and later performed penance here. "
5,Andhra Pradesh,Chittoor, 6. Kaigal Falls ," Also known as Dumukuralla Waterfalls, Kaigal Falls is situated right in the middle of Koundinya Wildlife Sanctuary in Chittoor. The highlight of the spot is a shivalinga statue installed right in the centre of the falls. "
6,Andhra Pradesh,Chittoor, 7. Kanipakam Vinayaka temple ," Located in Kanipakam, about 11 km from Chittoor town, this 11th Century temple constructed by the Cholas and later expanded by the emperors of Vijayanagar dynasty, has a fascinating legend associated with it. "
7,Andhra Pradesh,Chittoor, 8. Shopping in Chittoor , Chittoor is commonly known as the Mango city owing to its plethora of export quality mangoes 
8,Andhra Pradesh,Chittoor, 9. Tirumala Venkateshwara Temple ," Needless to say, this world renowned temple is a must visit on a trip to Chittoor. Located on the seventh peak, Venkatachala, of the Tirupati hill, this temple houses the most breathtaking idol of Lord Venkateshwara, and it is said that a look at the idol is sure to leave one spellbound. "
9,Andhra Pradesh,Chittoor, 10. Mango Market Yard - Bangarupalyam and Penumur Mandals and Damalcheruvu ," Known for its juicy, delectable mangoes, Chittoor offers around 58 varieties of the King of Fruits to its customers. The mangoes are grown in this region and are of export quality. Horde your bags with the mouth watering mangoes on your way back home "
10,Andhra Pradesh,Chittoor, 11. Tada Falls ," Also known as Ubbalamadugu Falls, Tada Falls is a mesmerising waterfall located in the dense woods of Siddulaiah Kona. The place is a top hit among adventure enthusiasts and nature seekers. The place also has a Shiva temple and Pulicat Lake nearby. "
0,Andhra Pradesh,Annavaram, 1. Pampa river boat ride , The Pampa river encircles the Ratnagiri hill on which the Satyaranayana Swamy temple is located. There is a barrage built on the Pampa river which has a boating facility. 
1,Andhra Pradesh,Annavaram, 2. Sri Satyanarayana Swamy Temple ," The temple that has made Annavaram, one of the most popular tourist spots in Andhra Pradesh, is at a small distance of 2 km from the Annavaram railway station. "
0,Andhra Pradesh,Mantralayam, 1. Raghavendra Swami Temple , Raghavendra Swami Temple or the 'mutt' as it is known houses a vrindavana where Guru Raghavendra Swami is believed to have been residing since 350 years and would do so for 350 more years. 
1,Andhra Pradesh,Mantralayam, 2. Panchamukhi Anjaneya Temple ," Located at a distance of 20 km from Mantralayam in Panchamukhi in Karnataka, Panchamukhi Anjaneya Temple is a revered Hindu temple based on the scenic banks of River Tungabhadra.  "
0,Andhra Pradesh,Srikalahasti, 1. Srikalahasteeswara Temple ," Famed as the Kailash of the south, this is the only temple in India where one can witness Lord Shiva embraced in the form of Vayulinga. With elaborate artwork and designs, each with a history and legend of its own, this is one of the most beautiful religious sites in the town. "
1,Andhra Pradesh,Srikalahasti, 2. Veyilingala Kona Waterfall ," Literally translating into 'the valley of the thousand lingas', the Veyilingala Kona Waterfall are one of the favorite spots of both locals and visitors. "
2,Andhra Pradesh,Srikalahasti, 3. Sri Subrahmanya Swamy Temple ," At the centre of the city, is a significant temple dedicated to Lord Murugan. A modest climb of 150 steps take you to the Sri Subrahmanya Swamy Temple, surrounded by flattering views of all that''s around and wide sprawling courtyards. "
3,Andhra Pradesh,Srikalahasti, 4. Bharadwaja Tirtham ," With hills and streams around, the Bharadwaja Tirtham is a religious site with some of the most beautiful surroundings. The statue of Vinayaka with water all around, makes the spot all the more enchanting. One of the popular attractions of the town, this is a must visit area, while here. "
4,Andhra Pradesh,Srikalahasti, 5. Sahasra Linga Temple ," Find inside this temple, a sprawling 1000 Shiva lingas carved out of a single idol, granting the temple its name. With a forest and hills around, the temple finds itself in a serene background, making a visit to this area all the more fascinating. "
5,Andhra Pradesh,Srikalahasti, 6. Shopping in Srikalahasti , The town is known for a version of Kalamkari called Srikalamkari or Srikalahasti Kalamkari i.e. hand worked traditional paintings. Find these ethnic artworks at the BP Agraharams or the Sriram Nagar Colony. One can also find a lot of religious items and artifacts here. 
6,Andhra Pradesh,Srikalahasti, 7. Bhakta Kannappa Temple ," The temple houses an idol of Bhakta Kannappa and is tied to the legend that a tribal youth called Bhakta Kannappa gave his eyes to the Lord Shiva idol in the temple. Respecting his devotion, offerings are made to Bhakta Kannappa before they are to Shiva Linga, in this temple. "
7,Andhra Pradesh,Srikalahasti, 8. Durgambika Temple ," Steps through a hillock, surrounded by wide views takes one to a an ancient dedicated to Goddess Durgambika. Like most areas in the area, this one too finds itself a scenic backdrop and much natural beauty around. "
8,Andhra Pradesh,Srikalahasti, 9. Aadi Krithigai Festival ," One of the most significant festivals of Tamil Nadu, Aadi Krithigai is the celebration of the powers of Lord Murugan. Devotees offer their prayers with special pujas, yagnas and participating in the chariot processions of Murugan in the hopes of aligning goodness and prosperity with their lives.  "
0,Andhra Pradesh,Puttaparthi, 1. Chaitanya Jyoti Museum ," One of the most beautiful structures in Ashram, is the Chaitanya Jyoti Museum, which houses all stories and incidents of the life of Sai Baba, all the way from his early childhood. "
1,Andhra Pradesh,Puttaparthi, 2. Sathya Sai Ashram ," The main attraction of this city, the holy abode of Sathya Sai Baba is known as 'Prashanti Nilayam', literally translates into 'the abode of peace'. The ashram has been pulling visitors since ages and does so through out the year emblematizing one of the most unique and renowned religious organizations in the world, making the town a significant spiritual centre. "
2,Andhra Pradesh,Puttaparthi, 3. Wish Fullfilling Tree ," Inside the Ashram is an old Tamarind tree, which nestles in its shade wishes, tales and stories. It is believed, that as a kid Sai Baba would take his friends up to this tree and ask them to think and wish for any fruit that they want to have, and the tree would give theme the same. "
3,Andhra Pradesh,Puttaparthi, 4. Sri Sathya Sai Space Theatre (Planetarium) ," Inside the Ashram, one also finds a fascinating Planetarium which on every Thursday conducts a show on space and astronomy with the idea to educate and create more awareness amongst the masses about the disciplines of Physics, Astronomy and Mathematics. "
4,Andhra Pradesh,Puttaparthi, 5. Shopping in Puttaparthi ," While in Puttaparthi, one can shop for jewellery, perfumes and fragrant oils, pashmina shawls, books and music. One can also visit the Prashanti Nilayam Shopping Mall. "
5,Andhra Pradesh,Puttaparthi, 6. Meditation Tree ," Find inside the Ashram, a Banyan tree that gathers around it much peace, calmness and spirituality. The meditation tree was planted by Sai Baba himself and is a silent zone for meditation in the Ashram. "
6,Andhra Pradesh,Puttaparthi, 7. Gokulam ," Puttaparthi is ever divine with the graceful presence of Sri Satya Sai Baba. Tour to this pilgrimage and feel the splendid charisma of the region. The holy place is full of features added by the legend. Though Puttaparthy doesn't boast of attractions like metropolitans, it certainly provides reasons to visit. The colossal complex of Sai Ashram is the main attraction of the town and forms a significant part of its sightseeing tours also. The Ashram has enough places to keep you engrossed. There are also a number of places in the propinquity that are worth-mentioning.  "
7,Andhra Pradesh,Puttaparthi, 8. Anjaneya (Hanuman) Swamy Temple ," One of the many significant religious centre of the town, the Anjaneya Swamy Temple, houses a Siva Linga, believed to be brought by Sathya Sai Baba from Kasim, and a beautiful deity, which too shares a legend with Sathya Sai Baba. "
8,Andhra Pradesh,Puttaparthi, 9. Spiritual Museum ," Nearby to the University in the ashram is an effort to bring different religions closer. The Spiritual Museum finds foundation in one of Sai Baba's main teachings, that is the unity of religions. "
9,Andhra Pradesh,Puttaparthi, 10. Village mosque ," Like all strands of religion in Puttaparthi, this one too is tied is tied to Sai Baba. The mosque finds its roots to a incident when a number of accidents used to occur in the area and Sai Baba was asked for help, who asked them to dig at a specific spot, where they found a plate with Muslim inscriptions. "
10,Andhra Pradesh,Puttaparthi, 11. Sathyabhama Temple ," Puttaparthi houses the only temple in India, dedicated to Sathyabhama, a lover and consort of Lord Krishna. The beautiful temple finds its origin to a dream that Sai Baba's grandfather had where Sathyabhama appeared and asked him for an abode. "
11,Andhra Pradesh,Puttaparthi, 12. Gopuram , Gopuram is a large and decorative gate devoted to Lord Ganesha. Built-in 1975 as a birthday commemoration to Sai Baba. The gate is adorned with many multi-coloured idols and stands over the entrance to his Ashram. 
12,Andhra Pradesh,Puttaparthi, 13. Samadhi Shrine ," Near to the Gopuram, one finds the Samadhi Shrine, a cenotaph dedicated to Sai Baba's parents. The morning prayers are carried here between 9:30Am and 11:30Am and the evening prayers between 4:30PM-6:30PM. "
0,Andhra Pradesh,Vizianagaram, 1. Vizianagaram ," The city of Vizianagaram is a place packed with the glory of the past and relics of ancient traditions and rituals in form of a majestic fort. The headquarters of the district, this place is also home to an ancient temple of Pydithalli Ammavaru. "
1,Andhra Pradesh,Vizianagaram, 2. Saripalli , Saripalli is a small village situated on the banks of Champavathi River and lies in the Nellimarla mandal of District Vizianagaram. The village is mainly renowned for its beautiful temple of Dibbi Lingeswara Swami temple which is said to be built under the reign of Chalukyas. 
2,Andhra Pradesh,Vizianagaram, 3. Gosthani Sarovar Vihar ," Gosthani Sarovar Vihar is an ideal spot to relax and unwind situated near Vizianagaram city. Serving as a perfect picnic place, it is nestles at the Thatipudi Reservoir Project near the Thatipudi Village. "
3,Andhra Pradesh,Vizianagaram, 4. Kumili ," Kumili, situated about 20 km from Vizianagaram is a small quaint village which is famous for its bunch of beautiful temple all clustered in a complex. "
4,Andhra Pradesh,Vizianagaram, 5. Raamateertham ," Raamateertham is a place located nearly 13 km away from Vizianagaram on the Bavikonda Hill. It is renowned as a site adorned with a 1000 year old Lord Rama Temple, established during the 16th century under the reign of Pashupati kings. "
5,Andhra Pradesh,Vizianagaram, 6. Bobbili ," Bobbili is an ancient town marked with the reflection of courage, bravery and heroism, and is home to a majestic Bobbili Fort. "
6,Andhra Pradesh,Vizianagaram, 7. Punyagiri ," A sacred site where a very famous and one of the oldest Shiva Temples id located, Punyagiri is a place located about 25 km from Vizianagaram. The most prominent feature of the temple is that the lingam enshrined in the temple is bathed by an underground water source. "
7,Andhra Pradesh,Vizianagaram, 8. Venkateswara Alayam Govindapuram , Govindpuram situated around 20 km from Vizianagaram is village housing a temple famous for its magnificent sculpture of Lord Krishna on a chariot. However the most striking feature of the place is a Gita Mandir which is flocked by devotees from all around the globe. 
8,Andhra Pradesh,Vizianagaram, 9. Shopping in Vizianagaram , Vizianagaram is famed for various kinds of handicrafts especially wooden toys and beautiful wall hangings. Kalamari paintings are also quite popular in the city. 
9,Andhra Pradesh,Vizianagaram, 10. Ghanta Stambham/ Clock Tower , A clock tower located in the city chimes as the clock strikes hour to define town. 
10,Andhra Pradesh,Vizianagaram, 11. Jami Vruksham ," Situated 10 km from Vizianagaram, Jami Vruksham is a tree lying on the banks of the River Gowthami. As per the legend, it is said that while on exile, Pandavas hid their weapons in this tree. "
11,Andhra Pradesh,Vizianagaram, 12. Sirimanu Utsav ," A most prominent and widely celebrated festival in the town, Sirimanu Utsav is held on the first Tuesday after Vijayadasami annually. During the festival a procession is organized comprising of two major activities namely Anjali Chariot and Paladhara. "
0,Andhra Pradesh,Samalkot, 1. Kumararama Bheemeshwara Swamy Temple ,  
1,Andhra Pradesh,Samalkot, 2. Thalupulamma Thalli ,  
2,Andhra Pradesh,Samalkot, 3. Kakinada ,  
3,Andhra Pradesh,Samalkot, 4. Annavaram ,  
4,Andhra Pradesh,Samalkot, 5. Rajahmundry ,  
5,Andhra Pradesh,Samalkot, 6. Abhishekam ,  
6,Andhra Pradesh,Samalkot, 7. Maha Shivaratri ,  
0,Andhra Pradesh,Nagarjunakonda, 1. Nagarjunakonda Caves/ Museum ,  
1,Andhra Pradesh,Nagarjunakonda, 2. Dhamma Nagajjuna ,  
2,Andhra Pradesh,Nagarjunakonda, 3. Kaman Bazaar ,  
3,Andhra Pradesh,Nagarjunakonda, 4. Nagarjunasagar Dam/Waterfall ,  
4,Andhra Pradesh,Nagarjunakonda, 5. Gandhi Chowk ,  
0,Chhattisgarh,"Raipur, Chhattisgarh", 1. Ghatarani Waterfalls ," Located 85 km from the city of Raipur is Ghatarani Waterfalls, the largest in the state of Chattisgarh. Surrounded by lush greenery, this breathtaking sight is a popular picnic spot. A small trek through a forest would lead you to this beautiful natural beauty. At the bottom of the waterfall lies a naturally formed pool. Enjoy a swim, play with your fam, or unwind in the pool. Although the waterfall's beauty enriches in the rainy season – when the water is in full flow – it is best to avoid going during this time because of slippery terrains and mudslides. "
1,Chhattisgarh,"Raipur, Chhattisgarh", 2. Nandan Van Zoo & Safari ," Nandan Van Zoo, located at Naya Raipur, is one of the famous places of visit in the city. With its primary objective to protect and conserve animals, the zoo has many species of fauna. There are jungle safari and boating rides and is a perfect spot to spend the day with kids. It is fascinating to watch the animals wander around the jungle, and it also gives an exposure to many species which are not very popular and on the verge of extinction. Also, the facilities provided by the zoo are comfortable and affordable.  "
2,Chhattisgarh,"Raipur, Chhattisgarh", 3. Purkhauti Muktangan ," Keep your gadgets away and spend a day at Purkhauti Muktangan, a delightful garden reflecting the rich culture of Chhattisgarh. The Hon’ble A.P.J Abdul Kalam inaugurated the place in November 2006. Since then, this garden is a place that attracts tourists and locals alike. Folk art, life-like tribal figures, vibrant sceneries add on to the beautiful experience. Not only is the garden eye-catching to visitors, but it also spreads cultural awareness about preserving our bio-cultural diversity.  "
3,Chhattisgarh,"Raipur, Chhattisgarh", 4. Swami Vivekanand Sarovar ," Swami Vivekanand Sarovar is also called Burha Thalab which means old lake. Fenced by a number of trees, especially palm trees, it is a tranquil place to visit. There are several food stalls just outside the park that provide cheap and good quality street food. Apart from that, the lake is a popular picnic spot and a joggers paradise. The best time to visit the lake is in the evening, just before sunset.  "
4,Chhattisgarh,"Raipur, Chhattisgarh", 5. Gandhi Udyan Park ," Gandhi Udyan Park is located in the heart of the Raipur city which extends till the famous Bhagat Singh Chowk. With a lot of natural vegetation spread over the park, the walking area is neatly tiled. There is also a playground where yoga classes are held early in the morning. With a walking area of about 400 meters, it is an excellent place for a morning or evening walk.  "
5,Chhattisgarh,"Raipur, Chhattisgarh", 6. MM Fun City ," MM Fun City is a one-stop destination for everyone who is looking to soak themselves in unlimited fun and entertainment. Located in the outskirts of the capital city, it is Chhattisgarh’s largest water amusement park. The park has been set up in a tranquil and serene environment, away from the city’s busy life. It is a hit among its visitors, providing them with fun water slides, family pool, wave pool, rain dance, a restaurant and even an exclusive kids zone. It is famous for its exciting rides, modern features and excellent service. "
6,Chhattisgarh,"Raipur, Chhattisgarh", 7. Mahant Ghasi Memorial Museum ," Located near the Kutchery Chowk intersection, Mahant Ghasi Memorial Museum is small but packed with rich history of Raipur city. This well- maintained museum boasts an impressive collection of tribal artefacts, inscriptions, coins, carvings, models, and other things related to anthropology and natural history. There are five galleries spread on two floors and a vast library that you won't be able to miss. Head over to an open-air restaurant located at the ground floor of the museum to experiment with cheap but good tribal food. You get to learn a lot about Raipur's past, its culture and how it went on to become the big city it is in the present times. Entry fee to the museum is INR 5. "
7,Chhattisgarh,"Raipur, Chhattisgarh", 8. Banjari Mata Mandir ," The shrines of Banjara Mata Temple are, without a doubt, its speciality. Devoted to Goddess Banjari Mata, this sacred place is famous for hosting events during the Dussehra and Navratri festivals. Many devotees from neighbouring states and across the country flock to breathe in the pleasant and sacred aura. One can feel the calmness lingering in the air. The temple is open all days of the week and can be visited between 6:00 AM to 7:30 PM. The temple's exquisiteness and authenticity is the reason why thousands visit the place to seek blessings.  "
8,Chhattisgarh,"Raipur, Chhattisgarh", 9. Champaran ," Champaran was previously known as Champajhar. This village is of religious as well as historical significance as it is regarded to be the birthplace of the Sant Mahaprabhu Vallabhacharya, the founder, pioneer and reformer of the Vallabh Sect. It is thus, a popular Vaishnava Peeth. Champaran is home to two temples that are dedicated to Shri Mahaprabhuji - the Prakatya Baithakji Mandir and Mool Prakatya (more commonly known as Chatti Baithak) and also holds an annual festival. "
9,Chhattisgarh,"Raipur, Chhattisgarh", 10. Jatmai Temple ," Located in Gariaband, about 85 km from the city of Raipur, Jatmai temple is situated amidst lush greenery. The temple, devoted to Mata Jatmai is constructed with granite and has beautiful murals at its entrance. The holy place is lit up and decorated with great enthusiasm during the festivals of Navratri. It is a place which has such peaceful vibes and positivity. "
10,Chhattisgarh,"Raipur, Chhattisgarh", 11. City Center Mall ," The City Center Mall in Raipur combines entertainment and business. You can find brands like Woodland, Adidas, Lee Cooper, Wrangler, and more to shop from. After going on a shopping spree, head over to the large food court area to grab a quick bite or a multi-course meal. What next? The mall also has a multiplex with five screens where you can enjoy the latest films with your friends and family. "
11,Chhattisgarh,"Raipur, Chhattisgarh", 12. Shahid Veer Narayan Singh International Cricket Stadium ," Shahid Veer Narayan Singh International Cricket Stadium, located in Raipur, at a distance of 21 kilometres from the heart of the city, is the fourth-largest cricket stadium in the world. The stadium, known for hosting IPL (Indian Premier League) matches and Ranji Trophy matches, acts as a platform of international importance, with a capacity of accommodating approximately 65000 excited fans. "
